,-3.480,-3.297,-3.114,-2.931,-2.747,-2.564,-2.381,-2.198,-2.015,-1.832,-1.648,-1.465,-1.282,-1.099,-0.916,-0.733,-0.549,-0.366,-0.183,0.000,0.183,0.366,0.549,0.733,0.916,1.099,1.282,1.465,1.648,1.832,2.015,2.198,2.381,2.564,2.747,2.931,3.114,3.297,3.480
55.012,2.11250E-03,2.11720E-03,2.12180E-03,2.12650E-03,2.13120E-03,2.13590E-03,2.14060E-03,2.14530E-03,2.14990E-03,2.15460E-03,2.15920E-03,2.16370E-03,2.16800E-03,2.17220E-03,2.17590E-03,2.17940E-03,2.18220E-03,2.18440E-03,2.18560E-03,2.18600E-03,2.18560E-03,2.18440E-03,2.18220E-03,2.17940E-03,2.17590E-03,2.17220E-03,2.16800E-03,2.16370E-03,2.15920E-03,2.15460E-03,2.14990E-03,2.14530E-03,2.14060E-03,2.13590E-03,2.13120E-03,2.12650E-03,2.12180E-03,2.11720E-03,2.11250E-03
51.462,2.10490E-03,2.10950E-03,2.11410E-03,2.11870E-03,2.12330E-03,2.12790E-03,2.13250E-03,2.13710E-03,2.14170E-03,2.14630E-03,2.15090E-03,2.15520E-03,2.15940E-03,2.16330E-03,2.16700E-03,2.17040E-03,2.17330E-03,2.17540E-03,2.17660E-03,2.17710E-03,2.17660E-03,2.17540E-03,2.17330E-03,2.17040E-03,2.16700E-03,2.16330E-03,2.15940E-03,2.15520E-03,2.15090E-03,2.14630E-03,2.14170E-03,2.13710E-03,2.13250E-03,2.12790E-03,2.12330E-03,2.11870E-03,2.11410E-03,2.10950E-03,2.10490E-03
47.913,2.09520E-03,2.09970E-03,2.10420E-03,2.10870E-03,2.11320E-03,2.11770E-03,2.12220E-03,2.12670E-03,2.13120E-03,2.13570E-03,2.14020E-03,2.14450E-03,2.14860E-03,2.15260E-03,2.15630E-03,2.15960E-03,2.16220E-03,2.16430E-03,2.16550E-03,2.16600E-03,2.16550E-03,2.16430E-03,2.16220E-03,2.15960E-03,2.15630E-03,2.15260E-03,2.14860E-03,2.14450E-03,2.14020E-03,2.13570E-03,2.13120E-03,2.12670E-03,2.12220E-03,2.11770E-03,2.11320E-03,2.10870E-03,2.10420E-03,2.09970E-03,2.09520E-03
44.364,2.08340E-03,2.08780E-03,2.09220E-03,2.09660E-03,2.10110E-03,2.10550E-03,2.10990E-03,2.11440E-03,2.11880E-03,2.12320E-03,2.12760E-03,2.13180E-03,2.13590E-03,2.13980E-03,2.14330E-03,2.14650E-03,2.14920E-03,2.15130E-03,2.15250E-03,2.15290E-03,2.15250E-03,2.15130E-03,2.14920E-03,2.14650E-03,2.14330E-03,2.13980E-03,2.13590E-03,2.13180E-03,2.12760E-03,2.12320E-03,2.11880E-03,2.11440E-03,2.10990E-03,2.10550E-03,2.10110E-03,2.09660E-03,2.09220E-03,2.08780E-03,2.08340E-03
40.815,2.06940E-03,2.07370E-03,2.07810E-03,2.08240E-03,2.08670E-03,2.09100E-03,2.09540E-03,2.09970E-03,2.10400E-03,2.10830E-03,2.11260E-03,2.11670E-03,2.12060E-03,2.12440E-03,2.12800E-03,2.13110E-03,2.13380E-03,2.13580E-03,2.13690E-03,2.13740E-03,2.13690E-03,2.13580E-03,2.13380E-03,2.13110E-03,2.12800E-03,2.12440E-03,2.12060E-03,2.11670E-03,2.11260E-03,2.10830E-03,2.10400E-03,2.09970E-03,2.09540E-03,2.09100E-03,2.08670E-03,2.08240E-03,2.07810E-03,2.07370E-03,2.06940E-03
37.265,2.05360E-03,2.05780E-03,2.06200E-03,2.06620E-03,2.07040E-03,2.07470E-03,2.07890E-03,2.08310E-03,2.08730E-03,2.09150E-03,2.09570E-03,2.09970E-03,2.10360E-03,2.10730E-03,2.11070E-03,2.11380E-03,2.11640E-03,2.11830E-03,2.11940E-03,2.11970E-03,2.11940E-03,2.11830E-03,2.11640E-03,2.11380E-03,2.11070E-03,2.10730E-03,2.10360E-03,2.09970E-03,2.09570E-03,2.09150E-03,2.08730E-03,2.08310E-03,2.07890E-03,2.07470E-03,2.07040E-03,2.06620E-03,2.06200E-03,2.05780E-03,2.05360E-03
33.716,2.03590E-03,2.04010E-03,2.04420E-03,2.04830E-03,2.05240E-03,2.05650E-03,2.06060E-03,2.06480E-03,2.06890E-03,2.07300E-03,2.07710E-03,2.08100E-03,2.08480E-03,2.08840E-03,2.09180E-03,2.09480E-03,2.09730E-03,2.09920E-03,2.10030E-03,2.10070E-03,2.10030E-03,2.09920E-03,2.09730E-03,2.09480E-03,2.09180E-03,2.08840E-03,2.08480E-03,2.08100E-03,2.07710E-03,2.07300E-03,2.06890E-03,2.06480E-03,2.06060E-03,2.05650E-03,2.05240E-03,2.04830E-03,2.04420E-03,2.04010E-03,2.03590E-03
30.167,2.01670E-03,2.02070E-03,2.02470E-03,2.02880E-03,2.03280E-03,2.03680E-03,2.04090E-03,2.04490E-03,2.04890E-03,2.05290E-03,2.05680E-03,2.06070E-03,2.06440E-03,2.06800E-03,2.07120E-03,2.07410E-03,2.07660E-03,2.07840E-03,2.07950E-03,2.07990E-03,2.07950E-03,2.07840E-03,2.07660E-03,2.07410E-03,2.07120E-03,2.06800E-03,2.06440E-03,2.06070E-03,2.05680E-03,2.05290E-03,2.04890E-03,2.04490E-03,2.04090E-03,2.03680E-03,2.03280E-03,2.02880E-03,2.02470E-03,2.02070E-03,2.01670E-03
26.617,1.99600E-03,1.99990E-03,2.00380E-03,2.00770E-03,2.01160E-03,2.01550E-03,2.01950E-03,2.02340E-03,2.02730E-03,2.03120E-03,2.03510E-03,2.03880E-03,2.04250E-03,2.04590E-03,2.04910E-03,2.05200E-03,2.05440E-03,2.05620E-03,2.05720E-03,2.05760E-03,2.05720E-03,2.05620E-03,2.05440E-03,2.05200E-03,2.04910E-03,2.04590E-03,2.04250E-03,2.03880E-03,2.03510E-03,2.03120E-03,2.02730E-03,2.02340E-03,2.01950E-03,2.01550E-03,2.01160E-03,2.00770E-03,2.00380E-03,1.99990E-03,1.99600E-03
23.068,1.97370E-03,1.97760E-03,1.98140E-03,1.98520E-03,1.98900E-03,1.99280E-03,1.99660E-03,2.00040E-03,2.00420E-03,2.00800E-03,2.01180E-03,2.01550E-03,2.01910E-03,2.02250E-03,2.02560E-03,2.02840E-03,2.03070E-03,2.03240E-03,2.03330E-03,2.03360E-03,2.03330E-03,2.03240E-03,2.03070E-03,2.02840E-03,2.02560E-03,2.02250E-03,2.01910E-03,2.01550E-03,2.01180E-03,2.00800E-03,2.00420E-03,2.00040E-03,1.99660E-03,1.99280E-03,1.98900E-03,1.98520E-03,1.98140E-03,1.97760E-03,1.97370E-03
19.519,1.95020E-03,1.95390E-03,1.95760E-03,1.96130E-03,1.96510E-03,1.96880E-03,1.97250E-03,1.97620E-03,1.97990E-03,1.98370E-03,1.98730E-03,1.99090E-03,1.99430E-03,1.99760E-03,2.00060E-03,2.00330E-03,2.00560E-03,2.00730E-03,2.00830E-03,2.00870E-03,2.00830E-03,2.00730E-03,2.00560E-03,2.00330E-03,2.00060E-03,1.99760E-03,1.99430E-03,1.99090E-03,1.98730E-03,1.98370E-03,1.97990E-03,1.97620E-03,1.97250E-03,1.96880E-03,1.96510E-03,1.96130E-03,1.95760E-03,1.95390E-03,1.95020E-03
15.970,1.92540E-03,1.92900E-03,1.93260E-03,1.93620E-03,1.93980E-03,1.94340E-03,1.94700E-03,1.95060E-03,1.95420E-03,1.95780E-03,1.96140E-03,1.96480E-03,1.96820E-03,1.97140E-03,1.97440E-03,1.97700E-03,1.97920E-03,1.98080E-03,1.98180E-03,1.98210E-03,1.98180E-03,1.98080E-03,1.97920E-03,1.97700E-03,1.97440E-03,1.97140E-03,1.96820E-03,1.96480E-03,1.96140E-03,1.95780E-03,1.95420E-03,1.95060E-03,1.94700E-03,1.94340E-03,1.93980E-03,1.93620E-03,1.93260E-03,1.92900E-03,1.92540E-03
12.420,1.89940E-03,1.90290E-03,1.90640E-03,1.90990E-03,1.91340E-03,1.91690E-03,1.92040E-03,1.92400E-03,1.92750E-03,1.93090E-03,1.93430E-03,1.93770E-03,1.94090E-03,1.94400E-03,1.94690E-03,1.94950E-03,1.95160E-03,1.95320E-03,1.95410E-03,1.95450E-03,1.95410E-03,1.95320E-03,1.95160E-03,1.94950E-03,1.94690E-03,1.94400E-03,1.94090E-03,1.93770E-03,1.93430E-03,1.93090E-03,1.92750E-03,1.92400E-03,1.92040E-03,1.91690E-03,1.91340E-03,1.90990E-03,1.90640E-03,1.90290E-03,1.89940E-03
8.871,1.87230E-03,1.87570E-03,1.87910E-03,1.88250E-03,1.88590E-03,1.88930E-03,1.89270E-03,1.89610E-03,1.89950E-03,1.90280E-03,1.90620E-03,1.90950E-03,1.91260E-03,1.91560E-03,1.91840E-03,1.92080E-03,1.92290E-03,1.92450E-03,1.92540E-03,1.92570E-03,1.92540E-03,1.92450E-03,1.92290E-03,1.92080E-03,1.91840E-03,1.91560E-03,1.91260E-03,1.90950E-03,1.90620E-03,1.90280E-03,1.89950E-03,1.89610E-03,1.89270E-03,1.88930E-03,1.88590E-03,1.88250E-03,1.87910E-03,1.87570E-03,1.87230E-03
5.322,1.84410E-03,1.84740E-03,1.85070E-03,1.85400E-03,1.85730E-03,1.86060E-03,1.86390E-03,1.86710E-03,1.87040E-03,1.87370E-03,1.87690E-03,1.88010E-03,1.88310E-03,1.88600E-03,1.88870E-03,1.89110E-03,1.89300E-03,1.89450E-03,1.89540E-03,1.89580E-03,1.89540E-03,1.89450E-03,1.89300E-03,1.89110E-03,1.88870E-03,1.88600E-03,1.88310E-03,1.88010E-03,1.87690E-03,1.87370E-03,1.87040E-03,1.86710E-03,1.86390E-03,1.86060E-03,1.85730E-03,1.85400E-03,1.85070E-03,1.84740E-03,1.84410E-03
1.773,1.81480E-03,1.81800E-03,1.82120E-03,1.82430E-03,1.82750E-03,1.83070E-03,1.83390E-03,1.83710E-03,1.84030E-03,1.84340E-03,1.84650E-03,1.84960E-03,1.85250E-03,1.85540E-03,1.85800E-03,1.86030E-03,1.86230E-03,1.86370E-03,1.86460E-03,1.86490E-03,1.86460E-03,1.86370E-03,1.86230E-03,1.86030E-03,1.85800E-03,1.85540E-03,1.85250E-03,1.84960E-03,1.84650E-03,1.84340E-03,1.84030E-03,1.83710E-03,1.83390E-03,1.83070E-03,1.82750E-03,1.82430E-03,1.82120E-03,1.81800E-03,1.81480E-03
-1.777,1.78460E-03,1.78760E-03,1.79070E-03,1.79380E-03,1.79680E-03,1.79990E-03,1.80300E-03,1.80600E-03,1.80910E-03,1.81220E-03,1.81520E-03,1.81810E-03,1.82100E-03,1.82380E-03,1.82630E-03,1.82860E-03,1.83040E-03,1.83180E-03,1.83270E-03,1.83300E-03,1.83270E-03,1.83180E-03,1.83040E-03,1.82860E-03,1.82630E-03,1.82380E-03,1.82100E-03,1.81810E-03,1.81520E-03,1.81220E-03,1.80910E-03,1.80600E-03,1.80300E-03,1.79990E-03,1.79680E-03,1.79380E-03,1.79070E-03,1.78760E-03,1.78460E-03
-5.326,1.75350E-03,1.75640E-03,1.75940E-03,1.76230E-03,1.76530E-03,1.76830E-03,1.77120E-03,1.77420E-03,1.77720E-03,1.78010E-03,1.78300E-03,1.78590E-03,1.78860E-03,1.79130E-03,1.79370E-03,1.79590E-03,1.79770E-03,1.79910E-03,1.79980E-03,1.80010E-03,1.79980E-03,1.79910E-03,1.79770E-03,1.79590E-03,1.79370E-03,1.79130E-03,1.78860E-03,1.78590E-03,1.78300E-03,1.78010E-03,1.77720E-03,1.77420E-03,1.77120E-03,1.76830E-03,1.76530E-03,1.76230E-03,1.75940E-03,1.75640E-03,1.75350E-03
-8.875,1.72180E-03,1.72460E-03,1.72750E-03,1.73030E-03,1.73320E-03,1.73610E-03,1.73890E-03,1.74180E-03,1.74460E-03,1.74740E-03,1.75030E-03,1.75300E-03,1.75570E-03,1.75820E-03,1.76050E-03,1.76260E-03,1.76440E-03,1.76570E-03,1.76650E-03,1.76680E-03,1.76650E-03,1.76570E-03,1.76440E-03,1.76260E-03,1.76050E-03,1.75820E-03,1.75570E-03,1.75300E-03,1.75030E-03,1.74740E-03,1.74460E-03,1.74180E-03,1.73890E-03,1.73610E-03,1.73320E-03,1.73030E-03,1.72750E-03,1.72460E-03,1.72180E-03
-12.424,1.68970E-03,1.69240E-03,1.69520E-03,1.69790E-03,1.70070E-03,1.70340E-03,1.70620E-03,1.70890E-03,1.71170E-03,1.71440E-03,1.71710E-03,1.71980E-03,1.72230E-03,1.72480E-03,1.72700E-03,1.72900E-03,1.73060E-03,1.73190E-03,1.73270E-03,1.73310E-03,1.73270E-03,1.73190E-03,1.73060E-03,1.72900E-03,1.72700E-03,1.72480E-03,1.72230E-03,1.71980E-03,1.71710E-03,1.71440E-03,1.71170E-03,1.70890E-03,1.70620E-03,1.70340E-03,1.70070E-03,1.69790E-03,1.69520E-03,1.69240E-03,1.68970E-03
-15.975,1.65740E-03,1.66000E-03,1.66260E-03,1.66530E-03,1.66790E-03,1.67050E-03,1.67320E-03,1.67580E-03,1.67840E-03,1.68100E-03,1.68360E-03,1.68620E-03,1.68860E-03,1.69100E-03,1.69320E-03,1.69510E-03,1.69670E-03,1.69790E-03,1.69860E-03,1.69890E-03,1.69860E-03,1.69790E-03,1.69670E-03,1.69510E-03,1.69320E-03,1.69100E-03,1.68860E-03,1.68620E-03,1.68360E-03,1.68100E-03,1.67840E-03,1.67580E-03,1.67320E-03,1.67050E-03,1.66790E-03,1.66530E-03,1.66260E-03,1.66000E-03,1.65740E-03
-19.525,1.62500E-03,1.62750E-03,1.63000E-03,1.63250E-03,1.63510E-03,1.63760E-03,1.64010E-03,1.64260E-03,1.64510E-03,1.64760E-03,1.65010E-03,1.65260E-03,1.65490E-03,1.65710E-03,1.65920E-03,1.66110E-03,1.66260E-03,1.66380E-03,1.66450E-03,1.66470E-03,1.66450E-03,1.66380E-03,1.66260E-03,1.66110E-03,1.65920E-03,1.65710E-03,1.65490E-03,1.65260E-03,1.65010E-03,1.64760E-03,1.64510E-03,1.64260E-03,1.64010E-03,1.63760E-03,1.63510E-03,1.63250E-03,1.63000E-03,1.62750E-03,1.62500E-03
-23.075,1.59250E-03,1.59490E-03,1.59730E-03,1.59970E-03,1.60220E-03,1.60460E-03,1.60700E-03,1.60940E-03,1.61180E-03,1.61420E-03,1.61650E-03,1.61880E-03,1.62110E-03,1.62320E-03,1.62520E-03,1.62700E-03,1.62840E-03,1.62950E-03,1.63010E-03,1.63030E-03,1.63010E-03,1.62950E-03,1.62840E-03,1.62700E-03,1.62520E-03,1.62320E-03,1.62110E-03,1.61880E-03,1.61650E-03,1.61420E-03,1.61180E-03,1.60940E-03,1.60700E-03,1.60460E-03,1.60220E-03,1.59970E-03,1.59730E-03,1.59490E-03,1.59250E-03
-26.625,1.56020E-03,1.56250E-03,1.56480E-03,1.56710E-03,1.56940E-03,1.57170E-03,1.57400E-03,1.57620E-03,1.57850E-03,1.58080E-03,1.58310E-03,1.58530E-03,1.58740E-03,1.58950E-03,1.59130E-03,1.59300E-03,1.59440E-03,1.59550E-03,1.59610E-03,1.59630E-03,1.59610E-03,1.59550E-03,1.59440E-03,1.59300E-03,1.59130E-03,1.58950E-03,1.58740E-03,1.58530E-03,1.58310E-03,1.58080E-03,1.57850E-03,1.57620E-03,1.57400E-03,1.57170E-03,1.56940E-03,1.56710E-03,1.56480E-03,1.56250E-03,1.56020E-03
-30.175,1.52810E-03,1.53020E-03,1.53240E-03,1.53460E-03,1.53680E-03,1.53900E-03,1.54110E-03,1.54330E-03,1.54550E-03,1.54770E-03,1.54980E-03,1.55190E-03,1.55390E-03,1.55590E-03,1.55760E-03,1.55930E-03,1.56060E-03,1.56170E-03,1.56230E-03,1.56250E-03,1.56230E-03,1.56170E-03,1.56060E-03,1.55930E-03,1.55760E-03,1.55590E-03,1.55390E-03,1.55190E-03,1.54980E-03,1.54770E-03,1.54550E-03,1.54330E-03,1.54110E-03,1.53900E-03,1.53680E-03,1.53460E-03,1.53240E-03,1.53020E-03,1.52810E-03
-33.725,1.49630E-03,1.49840E-03,1.50040E-03,1.50250E-03,1.50450E-03,1.50660E-03,1.50870E-03,1.51070E-03,1.51280E-03,1.51490E-03,1.51690E-03,1.51890E-03,1.52080E-03,1.52270E-03,1.52440E-03,1.52590E-03,1.52720E-03,1.52810E-03,1.52860E-03,1.52880E-03,1.52860E-03,1.52810E-03,1.52720E-03,1.52590E-03,1.52440E-03,1.52270E-03,1.52080E-03,1.51890E-03,1.51690E-03,1.51490E-03,1.51280E-03,1.51070E-03,1.50870E-03,1.50660E-03,1.50450E-03,1.50250E-03,1.50040E-03,1.49840E-03,1.49630E-03
-37.265,1.46500E-03,1.46690E-03,1.46890E-03,1.47080E-03,1.47280E-03,1.47480E-03,1.47670E-03,1.47860E-03,1.48060E-03,1.48250E-03,1.48440E-03,1.48630E-03,1.48820E-03,1.48990E-03,1.49150E-03,1.49290E-03,1.49420E-03,1.49510E-03,1.49560E-03,1.49580E-03,1.49560E-03,1.49510E-03,1.49420E-03,1.49290E-03,1.49150E-03,1.48990E-03,1.48820E-03,1.48630E-03,1.48440E-03,1.48250E-03,1.48060E-03,1.47860E-03,1.47670E-03,1.47480E-03,1.47280E-03,1.47080E-03,1.46890E-03,1.46690E-03,1.46500E-03
-40.815,1.43430E-03,1.43610E-03,1.43800E-03,1.43980E-03,1.44170E-03,1.44350E-03,1.44530E-03,1.44720E-03,1.44900E-03,1.45080E-03,1.45260E-03,1.45440E-03,1.45610E-03,1.45780E-03,1.45930E-03,1.46060E-03,1.46170E-03,1.46250E-03,1.46310E-03,1.46330E-03,1.46310E-03,1.46250E-03,1.46170E-03,1.46060E-03,1.45930E-03,1.45780E-03,1.45610E-03,1.45440E-03,1.45260E-03,1.45080E-03,1.44900E-03,1.44720E-03,1.44530E-03,1.44350E-03,1.44170E-03,1.43980E-03,1.43800E-03,1.43610E-03,1.43430E-03
-44.365,1.40440E-03,1.40610E-03,1.40780E-03,1.40950E-03,1.41130E-03,1.41300E-03,1.41470E-03,1.41640E-03,1.41820E-03,1.41990E-03,1.42160E-03,1.42320E-03,1.42480E-03,1.42630E-03,1.42780E-03,1.42900E-03,1.43010E-03,1.43090E-03,1.43130E-03,1.43150E-03,1.43130E-03,1.43090E-03,1.43010E-03,1.42900E-03,1.42780E-03,1.42630E-03,1.42480E-03,1.42320E-03,1.42160E-03,1.41990E-03,1.41820E-03,1.41640E-03,1.41470E-03,1.41300E-03,1.41130E-03,1.40950E-03,1.40780E-03,1.40610E-03,1.40440E-03
-47.915,1.37540E-03,1.37700E-03,1.37860E-03,1.38020E-03,1.38180E-03,1.38340E-03,1.38510E-03,1.38660E-03,1.38830E-03,1.38980E-03,1.39140E-03,1.39300E-03,1.39450E-03,1.39590E-03,1.39720E-03,1.39840E-03,1.39940E-03,1.40010E-03,1.40060E-03,1.40080E-03,1.40060E-03,1.40010E-03,1.39940E-03,1.39840E-03,1.39720E-03,1.39590E-03,1.39450E-03,1.39300E-03,1.39140E-03,1.38980E-03,1.38830E-03,1.38660E-03,1.38510E-03,1.38340E-03,1.38180E-03,1.38020E-03,1.37860E-03,1.37700E-03,1.37540E-03
-51.465,1.34750E-03,1.34900E-03,1.35050E-03,1.35200E-03,1.35350E-03,1.35500E-03,1.35650E-03,1.35800E-03,1.35950E-03,1.36090E-03,1.36240E-03,1.36390E-03,1.36520E-03,1.36660E-03,1.36780E-03,1.36890E-03,1.36980E-03,1.37050E-03,1.37090E-03,1.37110E-03,1.37090E-03,1.37050E-03,1.36980E-03,1.36890E-03,1.36780E-03,1.36660E-03,1.36520E-03,1.36390E-03,1.36240E-03,1.36090E-03,1.35950E-03,1.35800E-03,1.35650E-03,1.35500E-03,1.35350E-03,1.35200E-03,1.35050E-03,1.34900E-03,1.34750E-03
-55.015,1.32110E-03,1.32250E-03,1.32380E-03,1.32520E-03,1.32660E-03,1.32800E-03,1.32930E-03,1.33070E-03,1.33210E-03,1.33340E-03,1.33480E-03,1.33610E-03,1.33740E-03,1.33860E-03,1.33980E-03,1.34080E-03,1.34160E-03,1.34230E-03,1.34260E-03,1.34270E-03,1.34260E-03,1.34230E-03,1.34160E-03,1.34080E-03,1.33980E-03,1.33860E-03,1.33740E-03,1.33610E-03,1.33480E-03,1.33340E-03,1.33210E-03,1.33070E-03,1.32930E-03,1.32800E-03,1.32660E-03,1.32520E-03,1.32380E-03,1.32250E-03,1.32110E-03
-58.565,1.29620E-03,1.29740E-03,1.29870E-03,1.30000E-03,1.30120E-03,1.30250E-03,1.30370E-03,1.30500E-03,1.30630E-03,1.30750E-03,1.30870E-03,1.30990E-03,1.31110E-03,1.31220E-03,1.31320E-03,1.31420E-03,1.31490E-03,1.31550E-03,1.31580E-03,1.31600E-03,1.31580E-03,1.31550E-03,1.31490E-03,1.31420E-03,1.31320E-03,1.31220E-03,1.31110E-03,1.30990E-03,1.30870E-03,1.30750E-03,1.30630E-03,1.30500E-03,1.30370E-03,1.30250E-03,1.30120E-03,1.30000E-03,1.29870E-03,1.29740E-03,1.29620E-03
-62.115,1.27310E-03,1.27420E-03,1.27540E-03,1.27650E-03,1.27770E-03,1.27880E-03,1.28000E-03,1.28110E-03,1.28220E-03,1.28340E-03,1.28450E-03,1.28560E-03,1.28660E-03,1.28760E-03,1.28860E-03,1.28940E-03,1.29010E-03,1.29060E-03,1.29090E-03,1.29100E-03,1.29090E-03,1.29060E-03,1.29010E-03,1.28940E-03,1.28860E-03,1.28760E-03,1.28660E-03,1.28560E-03,1.28450E-03,1.28340E-03,1.28220E-03,1.28110E-03,1.28000E-03,1.27880E-03,1.27770E-03,1.27650E-03,1.27540E-03,1.27420E-03,1.27310E-03
